,bic,PCECC96 Fore,GDPC1 Fore,CPIAUCSL Fore,PPIACO Fore,PCECC96,GDPC1,CPIAUCSL,PPIACO
2001-06-01,26.70734215115854,28.49053788020926,61.16818164620386,-0.16078594903150337,1.4306117621802832,-14.276,115.11,-0.4334,-1.5334
2001-09-01,26.810602524061107,69.72153010381214,-72.46163964900794,-0.5186855476095282,-0.7562766475607917,9.422,-132.494,-0.7333,-2.8666
2001-12-01,26.820297131768793,45.34213670631907,138.4421502279746,0.1429189558492751,-1.7698863555045317,102.089,91.275,-0.6333,-3.9667
2002-03-01,26.91018719186439,-38.709631146190205,48.74817847000025,0.49910922742146213,-1.6285994085821773,-104.824,80.068,0.7,-0.5
2002-06-01,27.012189303083098,63.81327749683278,-73.5790508627327,-0.02025925153544439,-1.347514477260195,18.766,-34.993,0.8333,1.9333
2002-09-01,27.133704824375783,-1.972518243740062,-12.791650647957077,-0.7030612988968044,0.26697411983886465,19.349,-21.23,-0.4334,0.8334
2002-12-01,27.137677570814326,-34.31996873645525,9.346192222590503,-0.10149182972504966,1.0254794270636305,-13.189,-38.96,0.1001,1.4
2003-03-01,27.167252846027793,3.469367819671093,36.70701711822355,0.14991399780036813,1.118729594978831,-9.272,54.261,0.8,4.9666
2003-06-01,27.262183919464192,-22.578461974476504,-35.81703933477601,-0.14820139822530115,2.6523790770329017,60.353,42.068999999999996,-2.1667,-0.8666
2003-09-01,27.48199923057295,-4.179791992689797,-44.135075752042844,0.5941105696866052,0.9615889785899827,33.2,116.24,1.6666,0.9
2003-12-01,27.57740195455597,-60.135522617936005,-53.1215360630555,0.29829364996662655,1.8304975387770228,-72.578,-72.958,-0.6666,1.1666
2004-03-01,27.63531120547157,33.583666706656985,-9.749412578282318,-0.019435746375814467,0.4893550788475875,20.59,-85.07,0.8667,2.9667
2004-06-01,27.681671745143642,-15.42784309205448,42.757968649839235,-0.18816916561667382,1.8917043140808945,-24.948,32.874,-0.1,4.0667
2004-09-01,27.7341659288513,-24.184355219243308,-28.854733266749236,0.09006149356686538,2.7206504010559533,47.115,27.085,-0.2667,1.4333
2004-12-01,27.776151113540497,-19.722726783557604,-36.937520374414675,0.25652780596796204,2.061251336694295,-0.5920000000000001,9.431000000000001,0.8333,2.8333
2005-03-01,27.79863447817866,-48.320241579916456,-3.8847383053945608,-0.08456235198187473,2.239669139406168,-48.648,16.834,-1.0666,1.5334
2005-06-01,27.865731633898896,43.55014108419941,-51.276233775966,0.7014027872632332,1.6757684883860993,55.086000000000006,-93.546,0.3333,2.4666
2005-09-01,27.884903936943818,-33.617459768409944,54.98497232526188,0.4610181484674639,2.723008754685158,-15.187000000000001,64.092,1.6333,4.1667
2005-12-01,27.942085097315047,-69.90597301337732,-54.890807847402286,-0.9157019724223271,2.5653112703266343,-67.404,-37.729,-1.1,5.6
2006-03-01,28.05082745916423,50.92549246625154,-27.0771798924971,0.37068262979727884,2.967368786694389,83.34100000000001,105.88600000000001,-0.7999,-1.5333
2006-06-01,28.140446807642302,2.3047809737021225,-80.44574869407833,1.1378106418140757,2.126369737481426,-61.343999999999994,-164.75,0.7666,2.6333
2006-09-01,28.175575403127144,-0.01629269453011517,94.99368469431269,0.19154459085815134,1.8670893783709266,10.658,-12.015999999999998,0.1,1.3
2006-12-01,28.215255982623372,-1.0815199071713177,23.95560064331565,-0.6006091383185752,0.8215641643335161,37.900999999999996,106.897,-2.7334,-2.5667
2007-03-01,28.36852027317177,34.782639133771475,-21.24571367783097,1.7563979771111569,-0.2845749338354927,-41.903,-94.16,2.8171,2.5667
2007-06-01,28.429487246625726,-14.188798280769905,37.05794062662809,-0.43095898932019905,1.79388050699391,-39.202,52.357,0.3303,6.1333
2007-09-01,28.51852918727941,9.4801700324771,-52.678359357451114,-1.5339659493370406,0.9300224967222745,40.066,-4.104,-1.006,0.8334
2007-12-01,28.528428095849353,-1.0355847298478444,-34.28971754447488,0.4020501983368908,2.0353379790859014,-29.333000000000002,10.575999999999999,1.2427,3.7666
2008-03-01,28.559569427611006,-16.557165628377987,2.9239087793969274,-0.1718893625155734,2.708716455156317,-58.676,-185.813,-0.2707,6.4334
2008-06-01,28.688231653375556,48.432689998392775,91.27117723595524,-0.37611278518617103,2.5209975958941513,45.625,171.50900000000001,0.488,12.1333
2008-09-01,29.061552384976167,-36.080632455475346,-50.79272612581575,0.09727209510572343,8.320185550131376,-97.09299999999999,-166.201,0.5553,4.4667
2008-12-01,29.15857736662961,52.93711517171159,28.459534585771756,-1.321760934847925,3.9973723488894093,-18.647000000000002,-253.729,-8.3356,-22.4334
2009-03-01,30.076192634794438,288.03222866352104,230.4519361685638,1.5336803061842605,-14.78608454007757,74.80199999999999,166.918,3.5413,-8.5
2009-06-01,30.284164715835015,27.34949087363627,139.43374913485357,2.9700790215397763,3.995163971451353,-18.686,150.264,2.6003,1.8
2009-09-01,30.26140378422301,45.54288474474316,81.25602790961668,-4.812722992375129,-7.141362135375096,114.23200000000001,76.928,0.7077,2.5334
2009-12-01,30.508749914619475,-33.555908219265056,39.79603672440051,-1.3315468279478355,-0.9052733572783844,-87.425,111.73100000000001,-0.151,3.0333
2010-03-01,30.549101153355597,20.1335511013584,-110.49581329443234,0.004140701502820976,1.080193492367973,67.344,-107.749,-1.3419999999999999,5.1667
2010-06-01,30.717421615977646,-16.114713825545174,44.55297343109004,1.4682636439047958,4.868904044826076,31.929000000000002,83.045,-0.4207,2.1666
2010-09-01,30.76221193746827,-90.35466664368343,-55.69820599880903,0.03881523753094773,1.5802198813237636,-9.522,-27.441999999999997,0.7137,0.4
2010-12-01,30.834277038733614,-29.30063075137126,-57.148587730132476,-0.6813872096785072,-0.023782188562632478,-3.537,-36.032,1.1277,3.3667
2011-03-01,30.881899972263387,-10.684312898427546,16.48171619710982,-0.6016027115547942,2.2908575177785746,-24.915,-116.529,0.58,7.9
2011-06-01,30.96096380858491,-0.3851248350634364,92.87803333485854,-0.6353616976428942,3.986086472886349,-21.829,150.213,0.1799,7.8
2011-09-01,30.983635386213262,-2.719058950193144,-188.71251038399646,-1.367840224280477,1.5198677731254353,18.469,-116.738,-1.0602,0.1333
2011-12-01,31.06568072078377,-14.434097903853605,24.05749619605514,-0.9172086371583301,-2.5196467300023455,-22.525,187.803,-0.4498,-3.0666
2012-03-01,31.123925700950707,10.091517045240998,-154.92493272826005,0.6696007649458295,-0.15164516327607136,67.553,-58.096000000000004,0.2641,1.4
2012-06-01,31.149226724073543,-22.725649341113147,52.71664564599175,1.0498228697858631,3.5278304923705806,-71.128,-55.922,-0.7967,-0.3667
2012-09-01,31.17471551787069,22.205921473760085,31.428979569401985,0.4580575331335137,1.1932913046292688,1.65,-47.528999999999996,0.551,0.6
2012-12-01,31.1790571785556,15.38781439124439,8.316421113516348,-0.07380878113141823,1.2221933523988946,31.403000000000002,-3.389,0.4953,-0.1333
2013-03-01,31.218980869570018,-32.064587133662734,47.80218534867866,-0.24092744497902538,0.775892672281351,7.999,125.355,-0.5983,1.3333
