,PCECC96 Fore,GDPC1 Fore,CPIAUCSL Fore,PPIACO Fore,PCECC96,GDPC1,CPIAUCSL,PPIACO
2001-06-01,18.118102708881953,37.056968683367415,-0.012943894533108527,1.5855238089496302,-14.276,115.11,-0.4334,-1.5334
2001-09-01,38.29589523385874,-45.432593325267476,-0.2505532123074798,-0.32915053484358536,9.422,-132.494,-0.7333,-2.8666
2001-12-01,25.87524504097782,80.00041466072507,0.21522303294776757,-1.2509570016467233,102.089,91.275,-0.6333,-3.9667
2002-03-01,-29.218806691878736,34.67188311442315,0.2619002444612748,-2.0500482222690417,-104.824,80.068,0.7,-0.5
2002-06-01,33.78692719876105,-45.39853331517844,0.1111381799972965,-1.0877430639398753,18.766,-34.993,0.8333,1.9333
2002-09-01,4.241810766797358,-18.92564386213228,-0.40921383853237797,0.586420687990529,19.349,-21.23,-0.4334,0.8334
2002-12-01,-20.379590093616358,17.52663930041589,-0.09433759639694318,0.9085724120620338,-13.189,-38.96,0.1001,1.4
2003-03-01,1.7967455670830343,29.081224327026963,0.17114108952472376,1.1276986387564303,-9.272,54.261,0.8,4.9666
2003-06-01,-13.576325749031401,-29.14466257196205,-0.02069491865672894,3.014399064030551,60.353,42.068999999999996,-2.1667,-0.8666
2003-09-01,-1.277421922753895,-16.983212108459195,0.2270401035735454,0.6723944580244633,33.2,116.24,1.6666,0.9
2003-12-01,-40.957341172355285,-35.57060707449042,0.2755247743319546,1.591339936576334,-72.578,-72.958,-0.6666,1.1666
2004-03-01,24.757479040744617,-6.430700700545143,-0.16996625624827263,0.5610645581827705,20.59,-85.07,0.8667,2.9667
2004-06-01,-4.278797331102874,30.264448923461636,-0.17445910544532278,1.6426842081714754,-24.948,32.874,-0.1,4.0667
2004-09-01,-10.379861919246508,-19.43968615523761,-0.03140850730179236,2.7319636696378637,47.115,27.085,-0.2667,1.4333
2004-12-01,-11.048234539827085,-14.261393983239067,0.09501522765400804,1.7265642971917903,-0.5920000000000001,9.431000000000001,0.8333,2.8333
2005-03-01,-29.576382309049333,-6.539906885093192,-0.10910831229674703,2.0795722245561348,-48.648,16.834,-1.0666,1.5334
2005-06-01,34.57727230572245,-26.942676832652964,0.285072637183283,1.2981638547002856,55.086000000000006,-93.546,0.3333,2.4666
2005-09-01,-17.49591156138418,47.7907367803823,0.17693265324850663,2.136924222148536,-15.187000000000001,64.092,1.6333,4.1667
2005-12-01,-44.6206995466004,-34.90933673220699,-0.6470567404122095,2.5980068030920735,-67.404,-37.729,-1.1,5.6
2006-03-01,39.28340074259663,-19.66862027563393,0.16034966397208572,3.2519042478245836,83.34100000000001,105.88600000000001,-0.7999,-1.5333
2006-06-01,5.375336191028914,-35.99629741579667,0.5508909671199419,1.234720931836519,-61.343999999999994,-164.75,0.7666,2.6333
2006-09-01,-0.31310455069006515,71.0306414910227,0.07399676637260934,1.8493382473707098,10.658,-12.015999999999998,0.1,1.3
2006-12-01,2.3027662634183237,11.09491176292201,-0.3893948153795861,1.1998969069883556,37.900999999999996,106.897,-2.7334,-2.5667
2007-03-01,19.67463782245396,-4.94614242013425,1.0731085438219563,-0.4382195328199874,-41.903,-94.16,2.8171,2.5667
2007-06-01,-7.451640891175422,21.669732453278026,-0.19504053787452383,1.9109799780640686,-39.202,52.357,0.3303,6.1333
2007-09-01,13.01081004915214,-32.61791291266401,-1.1652586926753967,1.5709701928413964,40.066,-4.104,-1.006,0.8334
2007-12-01,2.610869346332425,-9.803904142413776,0.22104656108954102,1.7090582375344638,-29.333000000000002,10.575999999999999,1.2427,3.7666
2008-03-01,-7.889317484147565,0.2549806069937187,-0.0818411522694252,2.9618289559221225,-58.676,-185.813,-0.2707,6.4334
2008-06-01,36.60330805061334,72.65931012149542,-0.2901827381532164,2.9896650958538418,45.625,171.50900000000001,0.488,12.1333
2008-09-01,-22.249937229621665,-30.50571792180908,0.14214721849186995,7.985524469865698,-97.09299999999999,-166.201,0.5553,4.4667
2008-12-01,29.296202688369597,20.43484969370134,-0.6195908123873212,4.882380670160259,-18.647000000000002,-253.729,-8.3356,-22.4334
2009-03-01,168.5960564760003,159.69710529748505,1.7093615251154521,-11.472798076877346,74.80199999999999,166.918,3.5413,-8.5
2009-06-01,-8.011892120671606,84.35631071438145,3.346115690805638,5.695390381712546,-18.686,150.264,2.6003,1.8
2009-09-01,8.13484061291685,8.22229065776141,-1.8898001880258475,-1.253367592083966,114.23200000000001,76.928,0.7077,2.5334
2009-12-01,-30.768996077762495,9.505946258019256,-0.5824619726868552,0.36413944462188685,-87.425,111.73100000000001,-0.151,3.0333
2010-03-01,9.026983700865001,-71.6362504046099,0.06531418984795072,1.3885038169554567,67.344,-107.749,-1.3419999999999999,5.1667
2010-06-01,-4.061012219758651,45.12854502100597,0.9667289425967912,3.9011655537902907,31.929000000000002,83.045,-0.4207,2.1666
2010-09-01,-49.43624346368705,-34.83034822475686,0.0837622332472454,0.9303137538197466,-9.522,-27.441999999999997,0.7137,0.4
2010-12-01,-14.934307999017921,-23.701132295079525,-0.5414492941492911,-0.03252226781132422,-3.537,-36.032,1.1277,3.3667
2011-03-01,-7.542319139043404,8.589367009150397,-0.4597689568177957,2.090580080244736,-24.915,-116.529,0.58,7.9
2011-06-01,0.5119191792498378,58.984041844175024,-0.4403182977113231,4.157919517953236,-21.829,150.213,0.1799,7.8
2011-09-01,1.4792809984624264,-101.35825667325474,-0.8233131311272749,2.8836616139433953,18.469,-116.738,-1.0602,0.1333
2011-12-01,-11.285177347727263,-10.43672593309514,-0.7002024609521041,-0.9884343861220007,-22.525,187.803,-0.4498,-3.0666
2012-03-01,11.49529364881161,-85.07506878553772,0.2782401415148598,-0.5330033620937326,67.553,-58.096000000000004,0.2641,1.4
2012-06-01,-13.691417761961056,44.59358016339141,0.5874607342372562,2.5563180774038337,-71.128,-55.922,-0.7967,-0.3667
2012-09-01,18.297504511703995,21.36621480087725,0.21221244658748192,0.46550345738959575,1.65,-47.528999999999996,0.551,0.6
2012-12-01,14.849846137296366,10.902001756327332,-0.032577294464337034,1.018523226078529,31.403000000000002,-3.389,0.4953,-0.1333
2013-03-01,-19.801122815628425,24.213696722096003,-0.20054000324101198,0.40895845194231556,7.999,125.355,-0.5983,1.3333
2013-06-01,1.3397832940956413,-28.276447706243875,0.5019894181252721,1.9885663256374508,-49.335,-123.61,-1.1843,0.3667
2013-09-01,28.164009353867268,19.054096494362412,0.45023676868211626,0.5636597739625133,37.238,108.289,1.5093,0.2
2013-12-01,-13.903413785964766,-46.022249446014385,-0.341263806549269,0.429055561286304,50.989,3.4589999999999996,-0.3923,-2.2667
2014-03-01,-24.560744846366422,23.062796705360473,0.061415801312794116,-0.3579379266120611,-51.855,-179.07299999999998,0.5956,3.6
2014-06-01,2.435457945539829,80.81723382650927,0.27345839547946155,3.2965918435234594,79.441,272.04400000000004,-0.207,2.7
2014-09-01,-23.787179457231662,-90.10335267178641,-0.037159619848861784,1.4973351434376303,-0.802,-19.312,-0.6453,-1.0667
2014-12-01,-17.719367759968645,-36.951087594445276,0.013922660782915415,-0.49628409860936157,17.118,-109.68299999999999,-1.196,-6.7
2015-03-01,-3.1014635205263983,47.05386151949367,0.6147333036489626,-1.7515732702262146,-42.978,38.602,-0.9786,-8.9
2015-06-01,37.12904479725968,10.00820784435334,1.2341289081470181,-2.1189054389129596,-3.2889999999999997,-6.452999999999999,3.1869,1.5
2015-09-01,15.945739879786139,19.19522042511043,0.13094212641487088,2.615044021498763,-3.252,-70.536,-0.6940000000000001,-1.4
2015-12-01,6.563898196729958,35.276637039328925,-0.23047337837635037,-0.7319211026055273,-36.975,-51.873000000000005,-0.9153,-6.0666
2016-03-01,22.049057097847907,19.125342900789036,0.48926171130965435,-2.282758089920379,40.357,82.257,-0.1003,-3.5667
2016-06-01,4.754879216433465,6.7933344464596646,0.9946657223480513,0.11195526971173747,-6.92,-5.359,1.7973,3.3667
2016-09-01,-7.714217984140799,10.52452606650827,-0.08513041392497983,2.174383652110369,-9.293,13.079,-0.591,1.7
2016-12-01,8.434712633877982,-5.452218814717518,-0.2400936613280465,0.3612320833054599,-1.5290000000000001,-6.5,0.44799999999999995,0.0
2017-03-01,-2.934372516723585,-15.462853945930403,-0.31290282968184757,-0.2035846205760395,-2.6630000000000003,11.868,0.10300000000000001,4.2
2017-06-01,3.585378806318648,7.243502137930398,0.12870007471163455,3.049671418923463,0.415,-5.233,-1.431,1.8666
2017-09-01,5.020634131712081,-5.27688904181317,0.23897843668311172,1.0466176489630972,-0.619,46.718,1.0683,0.9
2017-12-01,-8.112674619971157,-32.81984256778423,-0.3535614541786698,0.3902215175444491,70.05,16.396,0.6017,1.6667
2018-03-01,-39.87932951706648,-5.145730023312796,-0.32050308991419324,1.2829809581752487,-90.243,-43.11600000000001,0.07200000000000001,3.1333
2018-06-01,22.33862393123873,-10.221115870074602,-0.3265416114733537,1.757689213625183,73.101,44.091,-0.6486,3.7334
2018-09-01,-11.390639577051793,-4.912998549313378,0.07501792771905585,2.3288763127627243,-15.68,-25.296,-0.0784,1.2
2018-12-01,-18.2424126109138,-3.2213296121642045,-0.2675069478754292,0.5115148925612986,-64.11,-83.757,-0.3197,-1.1334
2019-03-01,35.34107292284182,12.766666298490875,-0.10164616168165926,-0.2019404497190912,-9.485,92.905,-0.37799999999999995,-2.8333
2019-06-01,30.347835060322524,-38.09655798719378,0.3565505358336878,-0.38495007457323016,100.751,-47.193999999999996,1.2757,1.5
