,PCECC96 Fore,GDPC1 Fore,CPIAUCSL Fore,PPIACO Fore,PCECC96,GDPC1,CPIAUCSL,PPIACO
2009-09-01,11.186730315468193,10.77329779444168,-1.7005491010857923,-1.7864789404768524,114.23200000000001,76.928,0.7077,2.5334
2009-12-01,-24.386411243172496,14.38188056465149,-0.5793957098306954,-0.1596996471716899,-87.425,111.73100000000001,-0.151,3.0333
2010-03-01,2.228255955030233,-77.44907309594984,0.199639541644426,1.614339588369511,67.344,-107.749,-1.3419999999999999,5.1667
2010-06-01,-3.129924314839387,49.006293092601524,1.0375638803340554,4.14841153087287,31.929000000000002,83.045,-0.4207,2.1666
2010-09-01,-50.969638684697415,-33.35543062214088,-0.09028727004413846,1.1522033634745694,-9.522,-27.441999999999997,0.7137,0.4
2010-12-01,-19.702093498435236,-28.694736380603867,-0.7462737750371417,-0.20280536446407724,-3.537,-36.032,1.1277,3.3667
2011-03-01,-11.290981063597027,5.868883915000381,-0.4471073989360385,2.298199064865774,-24.915,-116.529,0.58,7.9
2011-06-01,-4.193463923889407,56.80079101117109,-0.3195601750188138,4.216956070258734,-21.829,150.213,0.1799,7.8
2011-09-01,-5.142877142045105,-117.81026739260376,-0.7690695533090102,2.8848003425611264,18.469,-116.738,-1.0602,0.1333
2011-12-01,-14.77998388449557,-28.67753819269116,-0.7934938481530319,-0.9463044369833893,-22.525,187.803,-0.4498,-3.0666
2012-03-01,9.634663930655847,-87.17965543480852,0.2947062265747774,-0.30527547861284415,67.553,-58.096000000000004,0.2641,1.4
2012-06-01,-9.644478264569184,56.81796138430114,0.7087520068802222,2.672558062841939,-71.128,-55.922,-0.7967,-0.3667
2012-09-01,15.162605213060782,21.996557222557957,0.1467316973328456,0.7106797388203935,1.65,-47.528999999999996,0.551,0.6
2012-12-01,10.790926110438734,3.5142194008717773,-0.09048340436018983,0.8848520696017973,31.403000000000002,-3.389,0.4953,-0.1333
2013-03-01,-21.621600803636518,23.45668807642234,-0.1792837791704234,0.4976309730641706,7.999,125.355,-0.5983,1.3333
2013-06-01,4.270308068143747,-23.85970521126167,0.5765905670832642,2.020883566224939,-49.335,-123.61,-1.1843,0.3667
2013-09-01,26.14491913073032,10.625767215022776,0.30820379454921176,0.6479892543149084,37.238,108.289,1.5093,0.2
2013-12-01,-17.249669746480713,-48.111567432332734,-0.4299563928782535,0.2644330466642783,50.989,3.4589999999999996,-0.3923,-2.2667
2014-03-01,-19.60460972321425,35.059414898936765,0.05947115037597596,-0.2513525858810412,-51.855,-179.07299999999998,0.5956,3.6
2014-06-01,-0.9028052436802622,76.87501972371778,0.37666457802418424,3.214904069524291,79.441,272.04400000000004,-0.207,2.7
2014-09-01,-19.360783757000704,-83.01091280465192,-0.006802312601442016,1.7627849406727512,-0.802,-19.312,-0.6453,-1.0667
2014-12-01,-12.646687782881287,-33.07146176903672,-0.07107344490497193,-0.6678892939845916,17.118,-109.68299999999999,-1.196,-6.7
2015-03-01,2.4475027710361834,54.65797933170611,0.46364168065141165,-1.707761655158574,-42.978,38.602,-0.9786,-8.9
2015-06-01,43.339323938828365,19.1359340848416,1.047200908517326,-2.065745920356834,-3.2889999999999997,-6.452999999999999,3.1869,1.5
2015-09-01,17.699530022622387,27.493178144619826,0.21818849575063523,2.007190694198679,-3.252,-70.536,-0.6940000000000001,-1.4
2015-12-01,8.519895377502532,37.04242062086574,-0.23234243473572733,-0.5485911815919093,-36.975,-51.873000000000005,-0.9153,-6.0666
2016-03-01,21.503644332306393,10.861747742182608,0.42897521484113266,-2.4513544904495834,40.357,82.257,-0.1003,-3.5667
2016-06-01,9.771905461110979,10.562955314170583,1.0182926996387525,0.1207630921594172,-6.92,-5.359,1.7973,3.3667
2016-09-01,-6.7613986472460645,11.549915615874399,0.007580774430907714,1.9091840501570594,-9.293,13.079,-0.591,1.7
2016-12-01,8.819901568035874,-4.583373612628835,-0.2201386610576668,0.41696015287530624,-1.5290000000000001,-6.5,0.44799999999999995,0.0
2017-03-01,-4.160366046097404,-19.639775991681564,-0.27365442147174607,-0.39867102886977585,-2.6630000000000003,11.868,0.10300000000000001,4.2
2017-06-01,4.413785243582002,10.915114853735,0.2919904366352686,3.082767911123284,0.415,-5.233,-1.431,1.8666
2017-09-01,5.987264703701637,-5.527017845148242,0.16222358200132073,1.2430025089605148,-0.619,46.718,1.0683,0.9
2017-12-01,-9.97389691116597,-30.714428604155152,-0.3796848758066453,0.25465792753645206,70.05,16.396,0.6017,1.6667
2018-03-01,-36.686592127801966,2.250020932533729,-0.20223591509281788,1.3568549739432043,-90.243,-43.11600000000001,0.07200000000000001,3.1333
2018-06-01,19.571238292894996,-12.877790199616191,-0.2130506905333051,1.7122085668593408,73.101,44.091,-0.6486,3.7334
2018-09-01,-7.238273789976259,4.170224469291239,0.16226282357344868,2.454647580208289,-15.68,-25.296,-0.0784,1.2
2018-12-01,-17.507102871352778,1.1190341422041954,-0.2775053712064914,0.5568907345880304,-64.11,-83.757,-0.3197,-1.1334
2019-03-01,32.72496224902715,7.738761354014699,-0.11553517092484333,-0.20205950045102378,-9.485,92.905,-0.37799999999999995,-2.8333
2019-06-01,29.924576678343083,-34.597178548723065,0.3853507231068517,-0.2618393001460333,100.751,-47.193999999999996,1.2757,1.5
