,FAVAR,,,
,aic,,bic,
,MAPE,rmse,MAPE,rmse
PCECC96,4.565575776,49.280383,7.442333261,63.18444555
GDPC1,2.369759997,84.13046328,3.19724335,104.0865495
CPIAUCSL,2.044275302,1.400024038,2.216356231,1.626559392
PPIACO,2.057777701,4.489509786,3.328701038,5.335533979
