,PCECC96 Fore,GDPC1 Fore,CPIAUCSL Fore,PPIACO Fore,PCECC96,GDPC1,CPIAUCSL,PPIACO
2001-06-01,27.86033313500039,82.995703894266,0.12690138222496508,1.6395356927914255,-14.276,115.11,-0.4334,-1.5334
2001-09-01,63.00766580911005,-111.37000973140012,-0.09721917068330263,-0.3162113633880653,9.422,-132.494,-0.7333,-2.8666
2001-12-01,37.48686199284277,66.78170073744184,-0.35165150236411097,-0.71873853098309,102.089,91.275,-0.6333,-3.9667
2002-03-01,-31.883971471201026,67.26735698806847,-0.46431090138709996,-2.1737708832932543,-104.824,80.068,0.7,-0.5
2002-06-01,50.03214703089096,-48.49331453553675,0.0014134591518376726,-1.2526815943385292,18.766,-34.993,0.8333,1.9333
2002-09-01,-0.260576610579915,-35.041710661796614,0.3341680754424658,0.06369410681661213,19.349,-21.23,-0.4334,0.8334
2002-12-01,-37.30264178895244,16.73415358987561,0.027140845294118497,1.1285807452606857,-13.189,-38.96,0.1001,1.4
2003-03-01,-11.30272040945874,53.498346653740555,0.0563245071908083,1.787684979843837,-9.272,54.261,0.8,4.9666
2003-06-01,-23.86723528066514,-44.72361257826389,0.353794704279659,2.5991682182845413,60.353,42.068999999999996,-2.1667,-0.8666
2003-09-01,13.833636196123958,26.33948162196488,-0.6544031773582227,-0.4774199097910113,33.2,116.24,1.6666,0.9
2003-12-01,-74.33811616441373,-150.06270917480074,0.27399809353741594,3.084852112398031,-72.578,-72.958,-0.6666,1.1666
2004-03-01,54.942550871094326,-3.4155866262932646,-0.10224114389555121,-0.811080915606392,20.59,-85.07,0.8667,2.9667
2004-06-01,-18.57747825590344,51.375437974036764,0.2853353136581391,2.2272714873284007,-24.948,32.874,-0.1,4.0667
2004-09-01,-2.0264449318717235,-5.531093379710389,0.13120118818545734,1.6867990127235544,47.115,27.085,-0.2667,1.4333
2004-12-01,-19.13624546292032,13.830188701581031,-0.02795928706522857,1.9852082884720097,-0.5920000000000001,9.431000000000001,0.8333,2.8333
2005-03-01,-47.339331463045376,-60.76049321396338,0.3165444277074463,2.4547938806299423,-48.648,16.834,-1.0666,1.5334
2005-06-01,58.47187204695841,-33.38416138651723,-0.23671334331528446,0.9528336332467645,55.086000000000006,-93.546,0.3333,2.4666
2005-09-01,-18.99780762150628,83.91367175671135,-0.008708006001213124,1.8157401313186294,-15.187000000000001,64.092,1.6333,4.1667
2005-12-01,-64.35014028186737,-48.52099883202306,0.6480951962928317,2.1786347807622937,-67.404,-37.729,-1.1,5.6
2006-03-01,52.30822111185071,-24.105881130082285,-0.0511428821422907,3.3454840849624428,83.34100000000001,105.88600000000001,-0.7999,-1.5333
2006-06-01,17.320813586673637,-60.19836534593223,-0.3506457292381799,1.0129086590521057,-61.343999999999994,-164.75,0.7666,2.6333
2006-09-01,9.892209195438696,35.69350726973418,0.09625256237474009,1.1515347888612353,10.658,-12.015999999999998,0.1,1.3
2006-12-01,4.021339523917015,66.78144526460227,0.0977515374291336,0.7546626758657424,37.900999999999996,106.897,-2.7334,-2.5667
2007-03-01,61.7253115531899,57.06106634924681,-1.0347090773689354,-1.2110498159916578,-41.903,-94.16,2.8171,2.5667
2007-06-01,2.671653912098418,40.85490857589449,0.5060145534194136,1.3503744414795846,-39.202,52.357,0.3303,6.1333
2007-09-01,38.01573681725362,-67.55145659105007,0.4357287319709333,-0.03308453166292209,40.066,-4.104,-1.006,0.8334
2007-12-01,-3.910031196035462,7.997024608198488,-0.14096276070697794,2.3533372303019897,-29.333000000000002,10.575999999999999,1.2427,3.7666
2008-03-01,-33.59198434979075,-134.43512879918995,0.41250234351284426,3.560887772092783,-58.676,-185.813,-0.2707,6.4334
2008-06-01,55.740348509967994,135.93921472376817,0.13922140608707723,1.5406895482173513,45.625,171.50900000000001,0.488,12.1333
2008-09-01,-19.80948238619123,19.111526208154498,0.2787328437138309,7.63532733812365,-97.09299999999999,-166.201,0.5553,4.4667
2008-12-01,53.758317795598266,-14.71242778224243,0.389359706144505,4.316864765789918,-18.647000000000002,-253.729,-8.3356,-22.4334
2009-03-01,294.4516301270391,72.2850197570401,-3.1006241760796884,-15.307651387996518,74.80199999999999,166.918,3.5413,-8.5
2009-06-01,-2.278889554904648,163.12591131248075,-0.4438545054895332,12.477181276094033,-18.686,150.264,2.6003,1.8
2009-09-01,100.0364285110969,154.82711576407885,0.7738072963047605,-5.239957301213618,114.23200000000001,76.928,0.7077,2.5334
2009-12-01,-66.56325006160249,34.31516874167292,0.7473643779043389,2.4669824591028733,-87.425,111.73100000000001,-0.151,3.0333
2010-03-01,-54.9026245038595,-299.33254261373344,0.388018626770771,5.641537310190058,67.344,-107.749,-1.3419999999999999,5.1667
2010-06-01,0.8020100855499603,30.923342700283474,-0.3039888238459291,5.63972580908324,31.929000000000002,83.045,-0.4207,2.1666
2010-09-01,-66.52143743535507,-56.38390734177266,-0.3506732943343333,-1.7027635466132123,-9.522,-27.441999999999997,0.7137,0.4
2010-12-01,-42.67570673121121,-39.79648710231567,0.07507602329887583,-2.9237218948434114,-3.537,-36.032,1.1277,3.3667
2011-03-01,-44.758061600672,53.431733718559634,0.4961256139460423,3.7136565883699157,-24.915,-116.529,0.58,7.9
2011-06-01,-10.244525905386554,115.26215024038342,0.5296753683500934,5.481958946644835,-21.829,150.213,0.1799,7.8
2011-09-01,1.4087459537443063,-139.48119660705268,0.3897652209575945,1.8798571747031791,18.469,-116.738,-1.0602,0.1333
2011-12-01,-22.478511001622262,-75.44134904225655,-0.19022086743423058,-2.7238342507793427,-22.525,187.803,-0.4498,-3.0666
2012-03-01,-21.462330691664384,-189.44655323878848,-0.29405252043314684,-0.0762242029209649,67.553,-58.096000000000004,0.2641,1.4
2012-06-01,3.896728326978257,59.91316178572561,-0.07079151217858465,6.461948612819695,-71.128,-55.922,-0.7967,-0.3667
2012-09-01,-5.762707585031812,-117.12397614244792,-0.3611549072286018,4.315257116430763,1.65,-47.528999999999996,0.551,0.6
2012-12-01,20.88898469150997,-1.9310898758391553,0.0037070555746576443,-0.4932618585162216,31.403000000000002,-3.389,0.4953,-0.1333
2013-03-01,-15.824126574485986,43.6172894227985,0.20034423326723297,-2.344886739373031,7.999,125.355,-0.5983,1.3333
