,PCECC96 Fore,GDPC1 Fore,CPIAUCSL Fore,PPIACO Fore,PCECC96,GDPC1,CPIAUCSL,PPIACO
2001-06-01,24.825996654249202,38.189307871865665,0.1269013822248699,1.6423440144938934,-14.276,115.11,-0.4334,-1.5334
2001-09-01,52.692366665602805,-77.58190667018647,-0.09721917066859384,-0.358843306917719,9.422,-132.494,-0.7333,-2.8666
2001-12-01,38.65387552235232,96.73640218119212,-0.3516515023597371,-1.2601642367024224,102.089,91.275,-0.6333,-3.9667
2002-03-01,-37.5239010015722,54.264705625165035,-0.4643109013903829,-1.7147548743742642,-104.824,80.068,0.7,-0.5
2002-06-01,43.686908618800786,-79.80974346898849,0.0014134591526575172,-0.7336342200304828,18.766,-34.993,0.8333,1.9333
2002-09-01,-0.23870881429912752,-53.21707410737622,0.33416807543479476,0.6494167039893348,19.349,-21.23,-0.4334,0.8334
2002-12-01,-31.10103445458143,28.828711580914558,0.0271408452784017,0.7779401100370086,-13.189,-38.96,0.1001,1.4
2003-03-01,-0.14870843558310068,39.71568138985381,0.05632450718104147,1.178115785462665,-9.272,54.261,0.8,4.9666
2003-06-01,-29.0967098267647,-58.41881632776129,0.3537947042868637,3.0182963343066196,60.353,42.068999999999996,-2.1667,-0.8666
2003-09-01,6.81094103175376,-20.558859408153598,-0.6544031773663264,0.47904462950438664,33.2,116.24,1.6666,0.9
2003-12-01,-57.830469467626024,-41.93466122426863,0.27399809354669147,1.6457766393044182,-72.578,-72.958,-0.6666,1.1666
2004-03-01,39.400405793246556,-6.21159413257044,-0.10224114387172328,0.3218390851971563,20.59,-85.07,0.8667,2.9667
2004-06-01,-5.7515688836332535,53.90814515123222,0.28533531364346704,1.5453611696008565,-24.948,32.874,-0.1,4.0667
2004-09-01,-14.597536666644164,-26.119932792078412,0.13120118819573062,2.4485764538335646,47.115,27.085,-0.2667,1.4333
2004-12-01,-10.963173487231288,-8.947561057233724,-0.027959287073893366,1.528437519538434,-0.5920000000000001,9.431000000000001,0.8333,2.8333
2005-03-01,-41.7916663475502,-5.7761608314710315,0.31654442772794783,2.081976100424514,-48.648,16.834,-1.0666,1.5334
2005-06-01,58.57796166936095,-30.16991343471397,-0.23671334331779642,1.019258251529916,55.086000000000006,-93.546,0.3333,2.4666
2005-09-01,-20.94436628060807,87.65142321869759,-0.008708006002551874,1.9606034683561406,-15.187000000000001,64.092,1.6333,4.1667
2005-12-01,-69.77992678307018,-49.24371232806325,0.6480951963141004,2.480242211882518,-67.404,-37.729,-1.1,5.6
2006-03-01,60.12831207146038,-37.31504393181103,-0.05114288214747184,2.871485554422465,83.34100000000001,105.88600000000001,-0.7999,-1.5333
2006-06-01,19.18733382574647,-31.50119962172105,-0.35064572925118415,0.9221739321029329,-61.343999999999994,-164.75,0.7666,2.6333
2006-09-01,-1.8431968436530803,113.73517129788539,0.09625256242394278,1.6170464016848012,10.658,-12.015999999999998,0.1,1.3
2006-12-01,-1.2016859485202493,6.31069279911309,0.09775153742079797,1.068247954084114,37.900999999999996,106.897,-2.7334,-2.5667
2007-03-01,39.32760786648226,3.1549580029849684,-1.034709077396032,-0.741745545711115,-41.903,-94.16,2.8171,2.5667
2007-06-01,-15.256293459102304,17.761045655632206,0.506014553440207,2.093859606312844,-39.202,52.357,0.3303,6.1333
2007-09-01,11.925145097528853,-58.33289240420292,0.4357287319889813,0.9351999150495107,40.066,-4.104,-1.006,0.8334
2007-12-01,4.009930576032842,-16.107199330454304,-0.14096276072631153,1.679298056861827,-29.333000000000002,10.575999999999999,1.2427,3.7666
2008-03-01,-17.78121613335028,-6.652495467463967,0.41250234352552484,2.8602089070489676,-58.676,-185.813,-0.2707,6.4334
2008-06-01,44.3255689840722,95.87442478866296,0.13922140610807293,2.5773446193197707,45.625,171.50900000000001,0.488,12.1333
2008-09-01,-47.22914770722812,-54.408279399308626,0.27873284367958256,8.549094575620355,-97.09299999999999,-166.201,0.5553,4.4667
2008-12-01,27.162021868589477,-9.911942863293453,0.38935970615161497,5.189975006366217,-18.647000000000002,-253.729,-8.3356,-22.4334
2009-03-01,268.7028496272373,226.63854934379867,-3.100624175996241,-12.47153094012542,74.80199999999999,166.918,3.5413,-8.5
2009-06-01,-16.750611523503245,117.11379715938357,-0.4438545054555455,10.998547799963138,-18.686,150.264,2.6003,1.8
2009-09-01,-3.427231807390852,-53.67529108317075,0.7738072964344038,2.323470735784675,114.23200000000001,76.928,0.7077,2.5334
2009-12-01,-56.06445846205739,-26.074634519807343,0.7473643778392849,0.7473358264227465,-87.425,111.73100000000001,-0.151,3.0333
2010-03-01,-18.929580620709633,-160.2124102467686,0.38801862675291016,3.490032369805529,67.344,-107.749,-1.3419999999999999,5.1667
2010-06-01,-6.278935824999299,82.5351045162365,-0.30398882384447035,4.796174733642475,31.929000000000002,83.045,-0.4207,2.1666
2010-09-01,-57.86821069314338,-55.091911543034726,-0.35067329434586375,-0.2649377492561461,-9.522,-27.441999999999997,0.7137,0.4
2010-12-01,-37.46448415270764,-31.39902310846831,0.07507602329685936,-1.7073129426249551,-3.537,-36.032,1.1277,3.3667
2011-03-01,-31.044716955940622,-11.973777160318537,0.4961256139489624,2.678108742058232,-24.915,-116.529,0.58,7.9
2011-06-01,-7.074977554158038,107.16924555849089,0.5296753683586436,4.319606433138541,-21.829,150.213,0.1799,7.8
2011-09-01,-1.2550216062688717,-144.1670468386538,0.3897652209741062,1.8287641388481235,18.469,-116.738,-1.0602,0.1333
2011-12-01,-24.23062905661144,-76.80505140212702,-0.19022086742085345,-2.9171805460322298,-22.525,187.803,-0.4498,-3.0666
2012-03-01,19.327508362363538,-122.24523963785668,-0.2940525203855356,-1.1288145864633763,67.553,-58.096000000000004,0.2641,1.4
2012-06-01,-18.33610177249109,83.06579652725168,-0.07079151219994965,3.097059927614608,-71.128,-55.922,-0.7967,-0.3667
2012-09-01,27.073896351507038,35.4156085476646,-0.3611549073199925,0.5354172977294762,1.65,-47.528999999999996,0.551,0.6
2012-12-01,18.39408368185208,17.00758984509312,0.003707055580635205,0.8806058353567003,31.403000000000002,-3.389,0.4953,-0.1333
2013-03-01,-30.842179463594842,30.52064762272608,0.20034423332406992,0.45605121883152605,7.999,125.355,-0.5983,1.3333
2013-06-01,5.010763147975703,-34.69932274793666,-0.11911345994075546,2.351578046215276,-49.335,-123.61,-1.1843,0.3667
2013-09-01,41.016998255990735,25.413448880400047,-0.5451880759345017,0.5642503333080441,37.238,108.289,1.5093,0.2
2013-12-01,-23.644745321556364,-66.9103480249692,0.2766071543538819,0.09698774873047947,50.989,3.4589999999999996,-0.3923,-2.2667
2014-03-01,-32.92207244794617,40.28279448992443,0.009044292643273926,-0.28577359550055864,-51.855,-179.07299999999998,0.5956,3.6
2014-06-01,2.679240683114495,132.25983570304348,0.24366657559400434,3.890226383130386,79.441,272.04400000000004,-0.207,2.7
2014-09-01,-34.616332478023836,-127.42616105696261,0.06339994534694414,1.7692765057451578,-0.802,-19.312,-0.6453,-1.0667
2014-12-01,-22.73448375774218,-50.47579352682811,-0.2200800327768349,-1.0498075213413562,17.118,-109.68299999999999,-1.196,-6.7
2015-03-01,0.39423544213829625,87.26550912251169,-0.6104480196031192,-1.8508945898991462,-42.978,38.602,-0.9786,-8.9
2015-06-01,63.802796806142226,31.79311385785359,-0.7577088116835659,-1.4203316070418845,-3.2889999999999997,-6.452999999999999,3.1869,1.5
2015-09-01,26.488183720977876,42.988702076724564,0.8201347128746898,3.541693863752243,-3.252,-70.536,-0.6940000000000001,-1.4
2015-12-01,13.524014195128899,56.254187081108604,0.2144808277174142,-0.11075906662510762,-36.975,-51.873000000000005,-0.9153,-6.0666
2016-03-01,36.536195757517625,26.958747998266443,-0.2374315033070667,-2.263551745741123,40.357,82.257,-0.1003,-3.5667
2016-06-01,12.701570132032522,21.508741547181824,-0.18257890192640291,1.3865804417781078,-6.92,-5.359,1.7973,3.3667
2016-09-01,-10.405176561419154,18.53550157805406,0.6093726587558973,3.1235353435569526,-9.293,13.079,-0.591,1.7
2016-12-01,12.028027076326977,-19.5836097226405,0.12922359525015897,0.44602884314679003,-1.5290000000000001,-6.5,0.44799999999999995,0.0
2017-03-01,-3.5203130426979383,-26.839516305663018,0.25673415712558273,-0.7937652891602222,-2.6630000000000003,11.868,0.10300000000000001,4.2
2017-06-01,7.543370939419893,19.811259515635207,0.19524049430690063,3.558928494539713,0.415,-5.233,-1.431,1.8666
2017-09-01,6.299183189113708,-3.6026235820289876,-0.45525570337722204,1.1760506997851197,-0.619,46.718,1.0683,0.9
2017-12-01,-13.133995755349007,-63.59178972119936,0.1541665779042091,-0.45624707013057764,70.05,16.396,0.6017,1.6667
2018-03-01,-55.06870581927076,9.027443408063569,0.33317994672858564,1.0032778671670486,-90.243,-43.11600000000001,0.07200000000000001,3.1333
2018-06-01,34.95620839815184,1.0277813615366853,0.22870796803356724,1.5990379893465874,73.101,44.091,-0.6486,3.7334
2018-09-01,-16.10008827349246,1.9039205130514059,-0.12221521914009865,2.5194883759121556,-15.68,-25.296,-0.0784,1.2
2018-12-01,-26.74034834763727,-9.320645595429538,-0.10468913151082064,0.04551932900259306,-64.11,-83.757,-0.3197,-1.1334
2019-03-01,51.674231760090414,14.947115626642276,-0.190693478899359,-0.86655194099082,-9.485,92.905,-0.37799999999999995,-2.8333
2019-06-01,48.667205671466306,-49.767472234759886,-0.2656160873022191,-0.7036114926799357,100.751,-47.193999999999996,1.2757,1.5
